timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726106560872,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-12,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560785,91,ConsultarUsuario,200,OK,Grupo de Hilos 1-10,text,true,,1136,217,4,4,https://reqres.in/api/users/1,91,0,0
1726106560819,85,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1135,217,3,3,https://reqres.in/api/users/2,85,0,0
1726106560874,86,ConsultarUsuario,200,OK,Grupo de Hilos 1-12,text,true,,1136,217,3,3,https://reqres.in/api/users/1,86,0,0
1726106560965,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-14,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560905,83,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1135,217,4,4,https://reqres.in/api/users/2,82,0,0
1726106560988,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-11,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560764,245,ConsultarUsuario,200,OK,Grupo de Hilos 1-13,text,true,,1135,217,4,4,https://reqres.in/api/users/2,245,0,163
1726106560964,90,ConsultarUsuario,200,OK,Grupo de Hilos 1-12,text,true,,1136,217,4,4,https://reqres.in/api/users/1,90,0,0
1726106561055,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-12,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106560989,97,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1136,217,4,4,https://reqres.in/api/users/1,97,0,0
1726106561010,82,ConsultarUsuario,200,OK,Grupo de Hilos 1-13,text,true,,1135,217,4,4,https://reqres.in/api/users/2,82,0,0
1726106561092,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-13,text,false,,1113,0,4,4,https://reqres.in/api/users/<EOF>,0,0,0
1726106561056,87,ConsultarUsuario,200,OK,Grupo de Hilos 1-12,text,true,,1136,217,4,4,https://reqres.in/api/users/1,87,0,0
1726106561165,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-15,text,false,,1113,0,5,5,https://reqres.in/api/users/<EOF>,0,0,0
1726106561087,84,ConsultarUsuario,200,OK,Grupo de Hilos 1-11,text,true,,1135,217,5,5,https://reqres.in/api/users/2,84,0,0
1726106561093,87,ConsultarUsuario,200,OK,Grupo de Hilos 1-13,text,true,,1136,217,5,5,https://reqres.in/api/users/1,87,0,0
1726106561181,0,ConsultarUsuario,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 28: https://reqres.in/api/users/<EOF>,Grupo de Hilos 1-13,text,false,,1113,0,5,5,https://reqres.in/api/users/<EOF>,0,0,0
